target_gene	n_target_cells	n_target_batches	target_gene_measured	excluded_current_target	eligible	selection_stratum	selection_order_sha256	selected	n_control_cells	n_control_batches	allowed_claim_role
SENP6	94	40	True	False	False	ineligible	a9edde73522629e6a4256555a3b443f7da58d8adf2996384f2a387eccfb96fc7	False	10691	48	cross_target_generality_only_not_same_target_replication
SEPHS2	158	47	True	False	True	Q2	eedcf60686c419d2313bfad4f69d4e8e2000f9c77a072edd9d0ca0b3aacdf074	False	10691	48	cross_target_generality_only_not_same_target_replication
SEPSECS	82	40	True	False	False	ineligible	e28f841ac31580c59d118e0b6cd93f36e15285530e89083c8d3914dac2c4967d	False	10691	48	cross_target_generality_only_not_same_target_replication
SERBP1	109	45	True	False	True	Q1	97b63cdbbec2cbb768ca3bc424d48e62425a151631c3e6a3d05804abf410fd2e	False	10691	48	cross_target_generality_only_not_same_target_replication
SET	17	15	True	False	False	ineligible	cd5d7b3e6f847abfc0d6adeb4bbc1357e4da38d7b986c412820e087b30a1f7f5	False	10691	48	cross_target_generality_only_not_same_target_replication
SETD1A	69	39	True	False	False	ineligible	4df2bbdacc54b52890a42dfc08429ec78fc3bbca9268b49c487f54856df894fd	False	10691	48	cross_target_generality_only_not_same_target_replication
SETD2	109	44	True	False	True	Q1	37b20d2b6cd84d1efd873effce1a3db58431baec0831b368f8cb93f128a9c3f6	False	10691	48	cross_target_generality_only_not_same_target_replication
SETDB1	124	42	True	False	True	Q1	6ed7dfe46ba32a3ec21309d5509a8a63ee6a9470f2646c8ff5b005e292aebf15	False	10691	48	cross_target_generality_only_not_same_target_replication
SF1	47	32	True	False	False	ineligible	dcf836bf4151ebcabf25aabe0ef6b8d552ec213578cdc67155680a8f603efc88	False	10691	48	cross_target_generality_only_not_same_target_replication
SF3A1	332	48	True	False	True	Q4	db5f274d4b72a52e18a0e2b19b84a472ed806c69e15ff303f46b46c4e4a92cb4	False	10691	48	cross_target_generality_only_not_same_target_replication
SF3A2	321	48	True	False	True	Q4	51253520aff5b64a8719945d27ce063b14a9b3ee9c126dfb25e25f045e273c51	False	10691	48	cross_target_generality_only_not_same_target_replication
SF3A3	25	19	True	False	False	ineligible	34ae65af5658f913a48631e97bb9a1a512dce71dc7a09e4c199b046b6a82f657	False	10691	48	cross_target_generality_only_not_same_target_replication
SF3B1	165	44	True	False	True	Q3	6bb141acb49a3d5acbe8dfc200e84661689e6b83d2ce032a851739be38f03120	False	10691	48	cross_target_generality_only_not_same_target_replication
SF3B2	500	48	True	False	True	Q4	755580e005a2f10014aec2335a8f46b96e4b19584071bbebde02389b474fb092	False	10691	48	cross_target_generality_only_not_same_target_replication
SF3B3	381	48	True	False	True	Q4	2fb6480b5bf069fb33c741b4addc8d322e9c1319a6a54bbd7300b61f8e0f50dc	False	10691	48	cross_target_generality_only_not_same_target_replication
SF3B4	238	48	True	False	True	Q4	3bb5707394693c50530c643115e80e808e142f84f4f265916d9223e59ee5cefb	False	10691	48	cross_target_generality_only_not_same_target_replication
SF3B5	84	42	True	False	False	ineligible	1edbb3ee9aa23305f3fdb7f8c9b31e498e4be2d66c7d07e2e59f986125efc529	False	10691	48	cross_target_generality_only_not_same_target_replication
SFPQ	303	48	True	False	True	Q4	3aae7b80b215aaeb7883e4bd87c93901d12fdbfaf8337ea39c254dd33df2f421	False	10691	48	cross_target_generality_only_not_same_target_replication
SFSWAP	172	46	True	False	True	Q3	ff39e727a4f5f81afb19ad844e0400d968c63269f9f7aef27bda25254db15b11	False	10691	48	cross_target_generality_only_not_same_target_replication
SGPP1	159	48	False	False	False	ineligible	98cdd0997e6a94b531e98e0fa7ab70eb5d719c858009793e1364c1a090f978ab	False	10691	48	cross_target_generality_only_not_same_target_replication
SHQ1	94	43	True	False	False	ineligible	9083689a2cf4753d9d70a2db6c4c2c6884e4aa9357afbcbde40bec31a6b02c83	False	10691	48	cross_target_generality_only_not_same_target_replication
SIGLEC14	97	41	False	False	False	ineligible	e1ead7f0e2042c47838f1317083ff4b42c1181868a369868e49245cdd994d871	False	10691	48	cross_target_generality_only_not_same_target_replication
SIN3A	307	48	True	False	True	Q4	2e2feed918fd8e4439912adee4e7d3207886872da58189a051d355054207a21e	False	10691	48	cross_target_generality_only_not_same_target_replication
SKA1	68	39	True	False	False	ineligible	8cb41fe7d24e8421a14c1c74a3755193508e0c4823912467a7163d52f6057343	False	10691	48	cross_target_generality_only_not_same_target_replication
SKA3	116	41	True	False	True	Q1	62dbfc1541ee94445b38b0abe304d989777146ccba86aa434b951fa0cc73562e	False	10691	48	cross_target_generality_only_not_same_target_replication
SKP1	66	35	True	False	False	ineligible	0cdeaeb9d4ab5d85f81edab3a110f6b3e6c34b8439c1166b27beba817d007c3f	False	10691	48	cross_target_generality_only_not_same_target_replication
SKP2	202	46	True	False	True	Q3	f0741a1454bc75f9841530dee04cf6345ec60798605b02b3b16ada1578fde7ba	False	10691	48	cross_target_generality_only_not_same_target_replication
SLBP	83	38	True	False	False	ineligible	4a61bd0162a6367e08adeba760e8826b4756e06429f052615a1d8c8f32b58312	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC16A5	179	47	False	False	False	ineligible	efe24dc15cd76f184c1c9436e7005026b2447cd7220a926a05c6e2583abffcc2	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC1A5	490	48	True	False	True	Q4	deffa2042a887091e1eba154712380f641fc8ce3e82e7b65afd8601cbb4ccb3a	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC25A10	303	48	True	False	True	Q4	5d9bf3648c26aa1f42ec2427b241c938d06b77e38922c6d99dabc2bcf1058952	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC25A26	36	27	True	False	False	ineligible	802848f849554522b210d9356de603002932ac4af679cdc37e5b1ff2cac8522e	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC25A3	114	45	True	False	True	Q1	d82e274c6695c6576db1f9ccd7203d1b391a7e32c2a958d0466f8173bea3327a	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC35B1	70	40	True	False	False	ineligible	9fc20d6b886e2f4d7abe908b90fcc8a2c52ae77a4a24ae3660a1e3bd424706db	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC35G6	163	46	False	False	False	ineligible	6fad42730d7d4431bf0d4a1c37ad7394fd2a48b30b8a0ace2782b09649a04539	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC39A10	153	44	True	False	True	Q2	857468470ae1650f4a2b7d3abaf04a87a1b9afa6695768ac59d7cf8653faf40b	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC39A7	131	46	True	False	True	Q2	d98ca7948605e2196ac2dc9e2aafd9cf44c2ade5597415d294149d914199ffa9	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC39A9	752	48	True	False	True	Q4	c77187a8436206d37fdcb617ebf2d87bdef1a867ea40ba124c55214f5ef2d3f8	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC4A5	226	47	False	False	False	ineligible	b57a64ddfa7c3f4d131ed1cad56667db29ee0f238d3c87188f60913602e9106f	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC7A5	378	48	True	False	True	Q4	dfa7dd823e6b94d86b7bb82c7fd06328cbf42eff61b2aed89caf26f2d9b8e7b7	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC7A6OS	38	26	True	False	False	ineligible	9c4790d10d6248f6d91d26b3847212b7d6339571d2205704c9b9302cad88df61	False	10691	48	cross_target_generality_only_not_same_target_replication
SLC9B1	74	37	False	False	False	ineligible	930fc70597ba5fbd6ae629e1653b05970cd1074775b89cbfcf8e500e2e3d15a0	False	10691	48	cross_target_generality_only_not_same_target_replication
SLU7	225	48	True	False	True	Q3	38f8f9b0c0a8205b1e2e25550b2b641bb5efc155dca59b2e1419c823e110e954	False	10691	48	cross_target_generality_only_not_same_target_replication
SMAGP	117	46	True	False	True	Q1	6ecd097ce3b4b9fb8bc4ef9ae6c221125956b50930c9af0e79bfb89374852640	False	10691	48	cross_target_generality_only_not_same_target_replication
SMARCB1	182	46	True	False	True	Q3	4278464438c5d43b0f39970f022d34111c05f8dad11a618433416e3874844877	False	10691	48	cross_target_generality_only_not_same_target_replication
SMARCE1	31	22	True	False	False	ineligible	c58d16d12e1141e8baa068b1e6650c5ed55db2824233fc309bb33fb077c75b51	False	10691	48	cross_target_generality_only_not_same_target_replication
SMC1A	180	48	True	False	True	Q3	7ac31ae0568576a98572185bb5da76f676b87f8ffe814e032ce6c80172d93bbf	False	10691	48	cross_target_generality_only_not_same_target_replication
SMC2	134	43	True	False	True	Q2	a01e7212047496c1fa9c879425dccc612a2a7da4c2e17a59ab7d5ddba87b2066	False	10691	48	cross_target_generality_only_not_same_target_replication
SMC3	54	31	True	False	False	ineligible	2533f86dd6316f5c5896a36a82bb1d8390c2b2d96923fd7647b587ea1d2b5077	False	10691	48	cross_target_generality_only_not_same_target_replication
SMC4	340	48	True	False	True	Q4	4678c5dce99e51b8ccd2127db0b5bda495855d0a6753187da1114add3125ef28	False	10691	48	cross_target_generality_only_not_same_target_replication
SMC5	121	45	True	False	True	Q1	ed9eb60a48c5fc4d879adde83850a93716d10b02f1be88e5ec6b08d547f2abaf	False	10691	48	cross_target_generality_only_not_same_target_replication
SMC6	125	43	True	False	True	Q1	8cbb5138b4f58dd8b3052be547318fb52b13d674cdceed668fee34f7d06fb2d6	False	10691	48	cross_target_generality_only_not_same_target_replication
SMG1	35	26	True	False	False	ineligible	5c4588a65c128ba357719e95f23f7c8028ffbbc7332ea334d8d27756126236e4	False	10691	48	cross_target_generality_only_not_same_target_replication
SMG5	83	41	True	False	False	ineligible	b8c80f42e1391533f866e1451f185c2ee25f55f26693e7f4584f740b9a7929ff	False	10691	48	cross_target_generality_only_not_same_target_replication
SMG6	54	32	True	False	False	ineligible	d2d5b6cba3568d9430ea3fb6811f4cecf4da0b9c350d8e2c2841fcd7fdcadebd	False	10691	48	cross_target_generality_only_not_same_target_replication
SMN2	319	48	False	False	False	ineligible	a77867cb400bdd33bcb1779f380278a8fdebaa4c69b680e3f34be20cce4fce17	False	10691	48	cross_target_generality_only_not_same_target_replication
SMNDC1	15	13	True	False	False	ineligible	80193b58c188463a1fc5f2aa629f8f2db54c1771957deffdff349dd9759efd4d	False	10691	48	cross_target_generality_only_not_same_target_replication
SMU1	155	46	True	False	True	Q2	484a6ac83b2eb1c18f6998db873ed41c223503a4f9d16edd64ee07d1ef2fe959	False	10691	48	cross_target_generality_only_not_same_target_replication
SMUG1	71	35	True	False	False	ineligible	dc2d37cd26f003cb9fb996d26a4e3412a6d727aac2c8df86b6260780b902d335	False	10691	48	cross_target_generality_only_not_same_target_replication
SNAPC1	96	43	True	False	False	ineligible	19248b3af76839ef5bc46193defb62b75c1db47a4e0f1a574b9ace4cfb1dcd35	False	10691	48	cross_target_generality_only_not_same_target_replication
SNAPC2	72	38	True	False	False	ineligible	1761d3fc32306b74bcda65da73901e783e3c6e37c1c2c7202660e4477a6ac43a	False	10691	48	cross_target_generality_only_not_same_target_replication
SNAPC3	212	46	True	False	True	Q3	97a0744a89c096261169fcca1a73431065a8da280a7ddade6a0f92f72150822b	False	10691	48	cross_target_generality_only_not_same_target_replication
SNAPC4	104	43	True	False	True	Q1	81fa3d741115845af3599fa9d21c14154298e2213884df79aa60b42936eb51a4	False	10691	48	cross_target_generality_only_not_same_target_replication
SNAPC5	102	42	True	False	True	Q1	ea53abf5207a5cd05b020d61b9e2a8877172442c8c27e490e8d89d77a464e741	False	10691	48	cross_target_generality_only_not_same_target_replication
SNF8	132	46	True	False	True	Q2	d21a10dc56709f2f1a1fd1ce6565d890ec36a057feff75fe9e1cbba46e4a7fe0	False	10691	48	cross_target_generality_only_not_same_target_replication
SNIP1	45	28	True	False	False	ineligible	7c91bfdbdf434665b34e63a841b6c627403586087b06811e9790b0b60f76b2b0	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRNP200	169	45	True	False	True	Q3	0b178fa235f8866eff9a271ce3aa9563bb8169fa303f3201e064442386100ab8	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRNP25	135	47	True	False	True	Q2	cfd8dd0e070061a6edf54e94fc07f36d99ae047c51c9b8eb238b32e01cebaebd	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRNP27	47	28	True	False	False	ineligible	08b33a9d15d6ff2575723368f8bf4eadb8036f60eb0a8b9f60ae7329b12614f7	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRNP35	168	46	True	False	True	Q3	45ee1f2533dbf934e548477ec1c99f60aba91178be81e7abf648e8a506ac9639	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRNP40	210	47	True	False	True	Q3	f01fd06d9ea2b31d4d00eddf77d10bc37b8db87994a3f397d247366e70e1dd0d	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRNP48	191	47	True	False	True	Q3	44868265c2c5e10cf767df6ed6c06a1d4a689d24e4cecee0cdf01b34df22616d	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRNP70	129	43	True	False	True	Q2	3cff9faf01e500bdaee76c624c1ba75c0f5d7dc8fd9944ee588ad1c711d0cc4e	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPA1	159	46	True	False	True	Q2	bf7c269ca398352a23f29189c361b5d3696386003dbfc8015e2398428b8682f1	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPB	269	48	True	False	True	Q4	ebe4c0872fd389a317c443e48819946ceb461e61b24933579a7039f2a97683e2	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPC	34	21	True	False	False	ineligible	f1c777eb2243a8addc95d1e308a5995f924b937e277a0da961cce94c7c5a790a	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPD1	146	45	True	False	True	Q2	33dc4d256526649d84c181d217ec846cb7d05c5c4e437f9225867f1595ed57d6	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPD2	19	14	True	False	False	ineligible	62318ce96c454fa1a86b1bb06dc1bc959b79ae6e85428907183788427dbf9d96	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPD3	182	47	True	False	True	Q3	978406056f0cca07e97e8d55d22ffece47620b3967c456139bc8d4c6b2683cbe	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPE	184	48	True	False	True	Q3	f6e2ab9163532349edd88aefa36c2ab2b7b00c069d9657cc1b87a990fe74376e	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPF	130	44	True	False	True	Q2	e7a6645b4a77f096add1fb105055ccc756ccc031304f927de3edc8449fd0e31c	False	10691	48	cross_target_generality_only_not_same_target_replication
SNRPG	402	48	True	False	True	Q4	f7af92a010cf38301808b8523308789ec729868370ef28339d1b33c1168bc632	False	10691	48	cross_target_generality_only_not_same_target_replication
SNUPN	139	46	True	False	True	Q2	1f6a20ccd6be6209847b4bd35f9e2ec5a192d865cbfc2a18b5c8970ddca0901c	False	10691	48	cross_target_generality_only_not_same_target_replication
SNW1	226	47	True	False	True	Q4	5e596b7d067654ba087b774733c9291d2d511068ebba9eee6f0ac1ab904d3e87	False	10691	48	cross_target_generality_only_not_same_target_replication
SNX15	637	48	True	False	True	Q4	28dc8eaf74195092e80fe87892cee69dcc7d742043174f0d812c4e7cf434832b	False	10691	48	cross_target_generality_only_not_same_target_replication
SOD1	165	46	True	False	True	Q3	fd7b2cad2301763cb7c2ba16c7231c55b9acfcd73f86cbab6e14c1f0dc3f3e5e	False	10691	48	cross_target_generality_only_not_same_target_replication
SOD2	198	47	True	False	True	Q3	cc4e1baf48a74066884f09c7098211e66520ba98fc82f00cf85562156c9d0fc6	False	10691	48	cross_target_generality_only_not_same_target_replication
SON	515	48	True	False	True	Q4	06c666065521c5d014ba46cbd8a56f96d47c4f4b7e61377f3ba3001b9a20ae4c	False	10691	48	cross_target_generality_only_not_same_target_replication
SP2	118	41	True	False	True	Q1	9ed6f91ea92a44b2cfb52048343a1573bcf7c563e471c53d15e1903ded639f2e	False	10691	48	cross_target_generality_only_not_same_target_replication
SPATA5	70	36	True	False	False	ineligible	cf2b6f5ac901492f65e3f1b7114ce5e61f92543eedc87e1c16f677ad701a6f28	False	10691	48	cross_target_generality_only_not_same_target_replication
SPATA5L1	150	44	True	False	True	Q2	54aefd0dbe1e2f5ab74f5806a441c54c371e951e0f1796b328c8d0b4a7e78d04	False	10691	48	cross_target_generality_only_not_same_target_replication
SPC24	98	38	True	False	False	ineligible	1ca32c5d063d14e7ad5c28b7d5c9e76d1e6ace04bf88aa56d8bbc7900c425997	False	10691	48	cross_target_generality_only_not_same_target_replication
SPC25	199	48	True	False	True	Q3	71bb787cfdc6c17351ad2b33ff7b5e8a2e0508da74590f131318f278b0ddb9b8	False	10691	48	cross_target_generality_only_not_same_target_replication
SPCS2	122	43	True	False	True	Q1	1130a7378eb50246839fc5d4d1d1b6e4d6d7afa479c6e6dc8ff78e894bed532a	False	10691	48	cross_target_generality_only_not_same_target_replication
SPCS3	167	45	True	False	True	Q3	cde8e582a4e17e9939d8c1598850364112812866160af69ed55d9d92759c144f	False	10691	48	cross_target_generality_only_not_same_target_replication
SPDL1	88	38	True	False	False	ineligible	fe9a79e92630699c644e84cb8647416c0ec6e67b00e40a3e53514c629e0fa6f9	False	10691	48	cross_target_generality_only_not_same_target_replication
SPDYE2	182	44	False	False	False	ineligible	374166c6006abb9d7b73fd92958996b29774e3d7cfdce9865f513dd858d006ea	False	10691	48	cross_target_generality_only_not_same_target_replication
SPRTN	139	44	True	False	True	Q2	4d3096644b56c5c13f0bd7a64ed3b7b64a58c5dc0ac9a941554585c7d1ad5e43	False	10691	48	cross_target_generality_only_not_same_target_replication
SPTLC1	28	22	True	False	False	ineligible	ce40cefedb9436a6f53c14967e29b39fbba04c0ca4ac6ed9ea977f78e351d02f	False	10691	48	cross_target_generality_only_not_same_target_replication
SPTSSA	124	46	True	False	True	Q1	749d24dcc3768d3fc61207ba5e8e94f0a13e42fe2fc992fdc4317d9c97ff6a17	False	10691	48	cross_target_generality_only_not_same_target_replication
SRBD1	150	42	True	False	True	Q2	76e6e629582c7b00cd671bc120c2b2727a5a6b81e7817ee907c7f7d5de35b083	False	10691	48	cross_target_generality_only_not_same_target_replication
SRCAP	194	47	True	False	True	Q3	f9d5897b45cc551486364f69021246d6e4773ba2f962d54e9b026aaaa23a718d	False	10691	48	cross_target_generality_only_not_same_target_replication
SRF	123	44	True	False	True	Q1	e3037d598befe035980558f1760c2d45249928461185be862e1b3ccbd575df23	False	10691	48	cross_target_generality_only_not_same_target_replication
SRFBP1	76	40	True	False	False	ineligible	68b5b3df96bcc3fecd19310c305cf008aebc53b2023d688e096640bfb05127fb	False	10691	48	cross_target_generality_only_not_same_target_replication
SRP14	132	47	True	False	True	Q2	2fa2a1b01714f93395add005f9c14aa11af05f37c9df87f2cb17b69d170bf2f4	False	10691	48	cross_target_generality_only_not_same_target_replication
SRP19	124	42	True	False	True	Q1	55a1d6b1afed08354ce1e6a3caa087569ec2fd92f9221f7861197e1afefce3c9	False	10691	48	cross_target_generality_only_not_same_target_replication
SRP54	81	42	True	False	False	ineligible	717689261f1e47d96abe9ea820cd1addeb45ca1f0553bea9b54a9d1e96f9bce6	False	10691	48	cross_target_generality_only_not_same_target_replication
SRP68	171	47	True	False	True	Q3	9dbb362d6d6b54a8d325bd3091d6c05dc0fc75a3fbe591968556eedb43cad48e	False	10691	48	cross_target_generality_only_not_same_target_replication
SRP72	224	48	True	False	True	Q3	74a695f3283bdaf84b14d9a6521cf4486ba298392ed51bd00d08e215fa963e01	False	10691	48	cross_target_generality_only_not_same_target_replication
SRP9	168	47	True	False	True	Q3	6dcb3be8e70d2f6107d961fcac34ab5c1e8b6ea2124c79a791f957adde0c74c4	False	10691	48	cross_target_generality_only_not_same_target_replication
SRPRB	164	44	True	False	True	Q3	ddcc2e8231123d20a4a2af4efb4830cb1e799e12abd7b1b7858b12d2c17ca988	False	10691	48	cross_target_generality_only_not_same_target_replication
SRRM1	180	48	True	False	True	Q3	cae3061b0fdf3c338e4d29379e77de8cfdf843d33a372a0a16f935b431998c7d	False	10691	48	cross_target_generality_only_not_same_target_replication
SRRM2	173	43	True	False	True	Q3	189403e4e76fb6d9223e3452cdf5c9d4c2be629dda63a9a0a7516cb0b27f6d08	False	10691	48	cross_target_generality_only_not_same_target_replication
SRRT	307	48	True	False	True	Q4	dd21b582b23505ff7ccd8e7b09ec51a9f0efd3d6e71e1d41cb90b0066b96d986	False	10691	48	cross_target_generality_only_not_same_target_replication
SRSF1	159	45	True	False	True	Q2	50eac25b7b8a0511e0d0c92a2874e0aa4d066da89f9928b524044408103e17ed	False	10691	48	cross_target_generality_only_not_same_target_replication
SRSF10	133	44	True	False	True	Q2	23f90952061bf96f1bd0456d378c59760c292771687f64def6a7a33fdc705332	False	10691	48	cross_target_generality_only_not_same_target_replication
SRSF11	437	48	True	False	True	Q4	85e1f8a8ed906fea98ce21186f7e27762963166272c497f6542579cde707ce59	False	10691	48	cross_target_generality_only_not_same_target_replication
SRSF2	69	33	True	False	False	ineligible	ade6e48601adda828b049e1a70ca1ae784065a7b01b2f12169ee7f74c1fb8fa0	False	10691	48	cross_target_generality_only_not_same_target_replication
SRSF3	29	19	True	False	False	ineligible	655bb5711dee5cefed7ab682b25381e32bde86fcf27b793c2b37d4da662e479e	False	10691	48	cross_target_generality_only_not_same_target_replication
SRSF6	231	46	True	False	True	Q4	13afb8e26edfedaa6780e4dee40f2f9de298675215321b123d1f0affe30d0274	False	10691	48	cross_target_generality_only_not_same_target_replication
SRSF7	118	42	True	False	True	Q1	14bd1f4c12d9b23bb112e52893ffbe3a09ed947d3c7c319bf049cb8a1bfb96cd	False	10691	48	cross_target_generality_only_not_same_target_replication
SS18L2	144	46	True	False	True	Q2	a7acb8d2d0481927e5d62556fbc6f145356c8a448a37c341f0dcc682fe6df5ab	False	10691	48	cross_target_generality_only_not_same_target_replication
SSBP1	119	44	True	False	True	Q1	7c94e8ef8330a1f262ca272c803ce4f8783640c0670f7a15126a05150f4a0aeb	False	10691	48	cross_target_generality_only_not_same_target_replication
SSBP3	107	42	True	False	True	Q1	630c201daf3a2e364b55d3b6e34a66a6970115f293f8e4c2f997018f84f20753	False	10691	48	cross_target_generality_only_not_same_target_replication
SSRP1	562	48	True	False	True	Q4	a177bdf3efc7d70edba35b23784df8597bbd251602928c5f520457a3e7a9dd94	False	10691	48	cross_target_generality_only_not_same_target_replication
SSU72	85	39	True	False	False	ineligible	11cef189f7143ab637f0c79eec169ea620e4cef730f9c9230b96fabf353a6b87	False	10691	48	cross_target_generality_only_not_same_target_replication
SSX4	101	41	False	False	False	ineligible	2858544e17b0d9135b0487fb9b65f08671de31101c91e6e2ce1e9a27bc76814e	False	10691	48	cross_target_generality_only_not_same_target_replication
STARD7	117	44	True	False	True	Q1	aaf0af22a681b820675d92162b7a6612d096b5c8db67bbdb839ea14e988d3d33	False	10691	48	cross_target_generality_only_not_same_target_replication
STAT5A	204	48	True	False	True	Q3	89f6376d86a143cc90c227a995b59d509ec09a874245cc0bf19dc4c578119bff	False	10691	48	cross_target_generality_only_not_same_target_replication
STIL	171	47	True	False	True	Q3	da031a42262085a715d73cbe6c153d63ff305951a35a82998aa7f956eb3ed89f	False	10691	48	cross_target_generality_only_not_same_target_replication
STRAP	106	45	True	False	True	Q1	65c905b4f969d80b4f602fa1c4cd3b37d6a2ee36f73cb981e8321433772ea1a3	False	10691	48	cross_target_generality_only_not_same_target_replication
STRIP1	107	44	True	False	True	Q1	3d13308ccfdcf06b5afb6d3279c33c06096fd6568923fbbaadafec4910d2cce0	False	10691	48	cross_target_generality_only_not_same_target_replication
STX18	86	41	True	False	False	ineligible	14a1fcf66bba9e17ded782dfde0be2d482042ed544ee4409f9a1e50ea7fc09a4	False	10691	48	cross_target_generality_only_not_same_target_replication
STX5	51	35	True	False	False	ineligible	8f0b46ac393c3334b83bb517736cafc84c93f54f11fb1569fb0118eedf4ef1f8	False	10691	48	cross_target_generality_only_not_same_target_replication
SUGP1	149	46	True	False	True	Q2	9320bcb7e112e80514a470f15f58ce473fca681358b8471b80007e836aa4061a	False	10691	48	cross_target_generality_only_not_same_target_replication
SUGT1	107	45	True	False	True	Q1	e02afd8713945182dc9ecdf41cf69b3226d02681b100ebd658770a71be970283	False	10691	48	cross_target_generality_only_not_same_target_replication
SUMO2	63	38	True	False	False	ineligible	25ad7b8e44b1837339d14904cc611ad1dcde0172bb02b816e3532bbeda042a31	False	10691	48	cross_target_generality_only_not_same_target_replication
SUPT16H	93	42	True	False	False	ineligible	f1b9bbc8c515aff1fb2622737bdffdbe830a6e1f1a2b1e10b88ce043441f5be9	False	10691	48	cross_target_generality_only_not_same_target_replication
SUPT4H1	74	37	True	False	False	ineligible	143935f258e435968ddf6ad006dd386452af82d8fb9dcda3df58ca84d16bdbc4	False	10691	48	cross_target_generality_only_not_same_target_replication
SUPT5H	406	48	True	False	True	Q4	e4f5d81625ea7fadc32a4737d6e8144f670b5c9fdb54525c88e2f4a6cc132ee7	False	10691	48	cross_target_generality_only_not_same_target_replication
SUPT6H	288	48	True	False	True	Q4	91158992bc79648a30a4e1bba3634a8707d51fcaefa15edffd0c78c860acf601	False	10691	48	cross_target_generality_only_not_same_target_replication
SUPV3L1	80	37	True	False	False	ineligible	7e55bb60ede9f0786c04280659c176304f505d41d908dbcf5b9aadcc3f1781e4	False	10691	48	cross_target_generality_only_not_same_target_replication
SURF6	130	44	True	False	True	Q2	33ac6a86d15e370066ac658979bc7276a2a8ca02d3d5cfa670da7d77c79aacfd	False	10691	48	cross_target_generality_only_not_same_target_replication
SYF2	86	41	True	False	False	ineligible	1ff60efefafd7737a2d79709db1edfb43c1bc7face789e03ffff07cba50f5dd9	False	10691	48	cross_target_generality_only_not_same_target_replication
SYMPK	89	40	True	False	False	ineligible	16cd512ed30425fae3efe5cab2b54ec0bcd6f4d2ceeee2b5735bd97dab68800a	False	10691	48	cross_target_generality_only_not_same_target_replication
SYS1	59	34	True	False	False	ineligible	d24be57195fec41e886429be1022d59814641dc6146d16e6db8c28152c4fce6e	False	10691	48	cross_target_generality_only_not_same_target_replication
TACC3	132	45	True	False	True	Q2	63eec4fa22cbb769982dd0ef611ece6268e43933a54fb1c984bdbaedaec9112d	False	10691	48	cross_target_generality_only_not_same_target_replication
TADA2A	39	29	True	False	False	ineligible	c145c6f98296a7f2aab8b8c8f123272b7d0635b14c247b6867da877c8d3b93e9	False	10691	48	cross_target_generality_only_not_same_target_replication
TADA3	150	46	True	False	True	Q2	af5e48ecb69bba2c9f7d0ce5f97a0c417641d3afc885fe38f7a06cbf8a4d204f	False	10691	48	cross_target_generality_only_not_same_target_replication
TAF1	97	41	True	False	False	ineligible	2296349dbb41c40c80660a4cdfe8d928df41b5113dcb57dc7d217821d5409b12	False	10691	48	cross_target_generality_only_not_same_target_replication
TAF10	39	26	True	False	False	ineligible	a365203c27233ec2bd4bea3485d529c5b3889645d69c7a333a1c686dea873897	False	10691	48	cross_target_generality_only_not_same_target_replication
TAF12	67	38	True	False	False	ineligible	b8b09b8f9a6b6bca6a3044f7eae5ad5c3d3d30065c918cc37bede39ed3fc5827	False	10691	48	cross_target_generality_only_not_same_target_replication
TAF1B	94	42	True	False	False	ineligible	5bd59f0798e89f1b7a934ba170559aa1037dade066b72ada04ed75747f86ca25	False	10691	48	cross_target_generality_only_not_same_target_replication
TAF1C	134	47	True	False	True	Q2	8ed40144ca68bc74ca82ed089b64f9085c96b6b15ef75d937a1028e459dd8caa	False	10691	48	cross_target_generality_only_not_same_target_replication
TAF1D	141	47	True	False	True	Q2	f1a889d4962bc885978fc67ad0c4aab20783261c32d1ab55d40f5bfb7bcf87af	False	10691	48	cross_target_generality_only_not_same_target_replication
